Name,Score,Genders,Type,Episodes,Premiered,Producers,Source,Duration per ep.,Rating
Nanbaka,7.34,Action,TV,13,2016,Nihon Ad Systems,Web manga,23 min,PG-13 - Teens 13 or older
Nangoku Shounen Papuwa-kun,6.19,Adventure,TV,42,1992,Asahi,Manga,25 min,PG-13 - Teens 13 or older
Nar Doma,5.74,Comedy,TV,26,2015,comico,Web manga,2 min,PG-13 - Teens 13 or older
Narue no Sekai,6.59,Romance,TV,12,2003,Lantis,Manga,24 min,PG-13 - Teens 13 or older
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,6.07,Drama,TV,13,2003,Kids Station,Manga,24 min,R - 17+ (violence & profanity)
Naruto,7.91,Action,TV,220,2002,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,Action,TV,51,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Naruto: Shippuuden,8.16,Action,TV,500,2007,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Natsu no Arashi!,7.28,Romance,TV,13,2009,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Natsu no Arashi! Akinaichuu,7.32,Romance,TV,13,2009,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Natsu-iro Kiseki,7.02,"School, Slice of Life, Supernatural",TV,12,2012,Aniplex,Original,24 min,PG-13 - Teens 13 or older
Natsume Yuujinchou,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,2008,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Natsume Yuujinchou Go,8.59,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,11,2016,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Natsume Yuujinchou Roku,8.65,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,11,2017,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Natsume Yuujinchou San,8.6,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,2011,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Natsume Yuujinchou Shi,8.67,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Natsuyuki Rendezvous,7.29,"Supernatural, Drama, Romance, Josei",TV,11,2012,Fuji TV,Manga,23 min,PG-13 - Teens 13 or older
Nazo no Kanojo X,7.25,"Romance, School, Seinen",TV,13,2012,Starchild Records,Manga,24 min,R - 17+ (violence & profanity)
Nazotokine,4.86,Game,TV,12,2016,Pony Canyon,Original,7 min,PG-13 - Teens 13 or older
Needless,7.28,Action,TV,24,2009,Avex Entertainment,Manga,24 min,R - 17+ (violence & profanity)
Negima!?,7.02,Adventure,TV,26,2006,GANSIS,Manga,23 min,PG-13 - Teens 13 or older
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.73,Action,TV,13,2016,Magic Capsule,Light novel,23 min,R - 17+ (violence & profanity)
Nekketsu Saikyou Go-Saurer,6.72,Action,TV,51,1993,Yomiko Advertising,Original,23 min,PG-13 - Teens 13 or older
Neko Neko Nihonshi 2nd Season,6.21,"Historical, Parody, Kids, Samurai",TV,32,2017,NHK,Web manga,9 min,G - All Ages
Nekogami Yaoyorozu,6.64,"Slice of Life, Comedy, Supernatural, Seinen",TV,12,2011,Sotsu,Manga,23 min,PG-13 - Teens 13 or older
Nekojiru Gekijou Jirujiru Original,6.47,Action,TV,27,1999,Japan Home Video,Manga,1 min,R - 17+ (violence & profanity)
Nekopara,6.76,"Slice of Life, Comedy",TV,12,2020,Movic,Visual novel,23 min,PG-13 - Teens 13 or older
Neo Angelique Abyss: Second Age,7.04,Adventure,TV,13,2008,Yomiko Advertising,Visual novel,25 min,PG-13 - Teens 13 or older
Neo Ranga,6.53,Adventure,TV,48,1998,Pony Canyon,Original,15 min,PG-13 - Teens 13 or older
Neon Genesis Evangelion,8.32,Action,TV,26,1995,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Nerima Daikon Brothers,7.33,Music,TV,12,2006,Aniplex,Original,24 min,R+ - Mild Nudity
Nessa no Haou Gandalla,5.92,Adventure,TV,26,1998,Big West,Original,22 min,PG-13 - Teens 13 or older
Net Ghost Pipopa,6.75,Action,TV,51,2008,Milky Cartoon,Original,24 min,G - All Ages
Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.83,"Game, Comedy, Romance, Ecchi, School",TV,12,2016,Sotsu,Light novel,24 min,PG-13 - Teens 13 or older
Netsuzou TRap,5.37,Drama,TV,12,2017,DMM Music,Manga,9 min,R+ - Mild Nudity
New Game!,7.62,"Game, Slice of Life, Comedy",TV,12,2016,Frontier Works,4-koma manga,24 min,PG-13 - Teens 13 or older
New Game!!,7.76,"Game, Slice of Life, Comedy",TV,12,2017,Frontier Works,4-koma manga,24 min,PG-13 - Teens 13 or older
Next Senki Ehrgeiz,5.53,Action,TV,12,1997,Bandai Visual,Original,25 min,PG-13 - Teens 13 or older
NHK ni Youkoso!,8.33,Psychological,TV,24,2006,NHK,Novel,24 min,R+ - Mild Nudity
Nichijou,8.48,"Slice of Life, Comedy, School, Shounen",TV,26,2011,Lantis,Manga,23 min,PG-13 - Teens 13 or older
NieA Under 7,6.85,Sci-Fi,TV,13,2000,Sanrio,Original,23 min,PG-13 - Teens 13 or older
Night Head Genesis,6.78,"Sci-Fi, Mystery, Psychological, Supernatural, Drama",TV,24,2006,AIC,Manga,24 min,R - 17+ (violence & profanity)
Night Walker: Mayonaka no Tantei,6.94,Action,TV,12,1998,Bandai Visual,Visual novel,25 min,R+ - Mild Nudity
Night Wizard,6.69,Adventure,TV,13,2007,TV Tokyo,Game,25 min,PG-13 - Teens 13 or older
Nijiiro Days,7.34,Romance,TV,24,2016,Yomiko Advertising,Manga,13 min,PG-13 - Teens 13 or older
Nijuu Mensou no Musume,7.57,Action,TV,22,2008,Pony Canyon,Manga,22 min,PG-13 - Teens 13 or older
Nil Admirari no Tenbin,6.61,"Harem, Historical, Romance, Fantasy, Josei",TV,12,2018,Pony Canyon,Visual novel,23 min,PG-13 - Teens 13 or older
Ninin ga Shinobuden,6.92,Parody,TV,12,2004,Tokyo Movie Shinsha,Manga,24 min,R - 17+ (violence & profanity)
Ninja Hattori-kun (2012),6.44,Comedy,TV,52,2012,Asahi,Manga,24 min,G - All Ages
Ninkuu,7.04,Adventure,TV,55,1995,Fuji TV,Manga,24 min,PG-13 - Teens 13 or older
Ninpuu Kamui Gaiden,6.63,Action,TV,26,1969,Fuji TV,Manga,25 min,R - 17+ (violence & profanity)
Nisekoi,7.65,"Harem, Comedy, Romance, School, Shounen",TV,20,2014,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Nisekoi:,7.39,Harem,TV,12,2015,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Nisemonogatari,8.18,"Mystery, Comedy, Supernatural, Ecchi",TV,11,2012,Aniplex,Light novel,24 min,R - 17+ (violence & profanity)
Nishi no Yoki Majo: Astraea Testament,6.77,"Mystery, Comedy, Drama, Romance, Fantasy",TV,13,2006,Geneon Universal Entertainment,Light novel,24 min,PG-13 - Teens 13 or older
No Game No Life,8.2,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy",TV,12,2014,Frontier Works,Light novel,23 min,PG-13 - Teens 13 or older
No Guns Life,6.89,Action,TV,12,2019,Sony Pictures Entertainment,Manga,24 min,PG-13 - Teens 13 or older
No Guns Life 2nd Season,7.05,Action,TV,12,2020,Sony Pictures Entertainment,Manga,23 min,PG-13 - Teens 13 or older
No.6,7.58,Action,TV,11,2011,Aniplex,Novel,23 min,R - 17+ (violence & profanity)
Noblesse,6.83,Action,TV,13,2020,Geneon Universal Entertainment,Web manga,23 min,R - 17+ (violence & profanity)
Nobunaga Concerto,7.6,Historical,TV,10,2014,Pony Canyon,Manga,22 min,PG-13 - Teens 13 or older
Nobunaga no Shinobi: Ise Kanegasaki-hen,7.13,Historical,TV,26,2017,TMS Entertainment,4-koma manga,3 min,PG-13 - Teens 13 or older
Nobunaga the Fool,6.69,Action,TV,24,2014,TV Tokyo,Other,24 min,R - 17+ (violence & profanity)
Nobunagun,6.71,Action,TV,13,2014,VAP,Manga,24 min,R - 17+ (violence & profanity)
Nodame Cantabile,8.32,"Music, Slice of Life, Comedy, Drama, Romance, Josei",TV,23,2007,Dentsu,Manga,22 min,PG-13 - Teens 13 or older
Nodame Cantabile: Finale,8.27,Romance,TV,11,2010,Fuji TV,Manga,22 min,PG-13 - Teens 13 or older
Nodame Cantabile: Paris-hen,8.17,Romance,TV,11,2008,Fuji TV,Manga,23 min,PG-13 - Teens 13 or older
Noein: Mou Hitori no Kimi e,7.62,"Sci-Fi, Adventure, Slice of Life, Drama",TV,24,2005,Lantis,Original,25 min,PG-13 - Teens 13 or older
Nogizaka Haruka no Himitsu,7.24,Romance,TV,12,2008,Geneon Universal Entertainment,Light novel,25 min,PG-13 - Teens 13 or older
Nogizaka Haruka no Himitsu: Purezza,7.2,Comedy,TV,12,2009,ASCII Media Works,Light novel,24 min,PG-13 - Teens 13 or older
Nogsaegjeoncha Hamos,6.23,Action,TV,26,1998,Kadokawa,Manga,30 min,PG - Children
Noir,7.31,Action,TV,26,2001,Victor Entertainment,Original,24 min,PG-13 - Teens 13 or older
Non Non Biyori,7.95,School,TV,12,2013,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Non Non Biyori Nonstop,8.35,"Slice of Life, Comedy, Seinen",TV,12,2021,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Non Non Biyori Repeat,8.18,School,TV,12,2015,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Nora to Oujo to Noraneko Heart,5.39,Comedy,TV,11,2017,Magic Capsule,Visual novel,3 min,PG-13 - Teens 13 or older
Noragami,8.01,Action,TV,12,2014,Avex Entertainment,Manga,24 min,PG-13 - Teens 13 or older
Noragami Aragoto,8.22,Action,TV,13,2015,Dentsu,Manga,24 min,PG-13 - Teens 13 or older
Norn9: Norn+Nonet,6.56,"Sci-Fi, Adventure, Romance, Fantasy, Josei",TV,12,2016,Frontier Works,Visual novel,24 min,PG-13 - Teens 13 or older
Nourin,6.82,Parody,TV,12,2014,Frontier Works,Light novel,24 min,PG-13 - Teens 13 or older
number24,6.63,Sports,TV,12,2020,Movic,Original,23 min,PG-13 - Teens 13 or older
Nurarihyon no Mago,7.65,Action,TV,24,2010,Yomiko Advertising,Manga,24 min,PG-13 - Teens 13 or older
Nurarihyon no Mago: Sennen Makyou,8,Action,TV,24,2011,Yomiko Advertising,Manga,23 min,PG-13 - Teens 13 or older
Nurse Angel Ririka SOS,6.72,Drama,TV,35,1995,TV Tokyo,Manga,24 min,PG - Children
Nurse Witch Komugi-chan R,5.95,Comedy,TV,12,2016,VAP,Original,22 min,PG-13 - Teens 13 or older
Nyan Koi!,7.2,"Harem, Comedy, Romance",TV,12,2009,Pony Canyon,Manga,24 min,PG-13 - Teens 13 or older
Nyanko Days,6.61,"Slice of Life, Comedy",TV,12,2017,Quatre Stella,4-koma manga,2 min,PG-13 - Teens 13 or older
Oban Star-Racers,7.51,Adventure,TV,26,2006,Sanrio,Original,25 min,PG - Children
Occultic;Nine,6.94,"Sci-Fi, Mystery",TV,12,2016,Aniplex,Light novel,24 min,PG-13 - Teens 13 or older
Ochame na Futago: Claire Gakuin Monogatari,7.05,"Kids, Slice of Life, Comedy, Historical, School, Shoujo",TV,26,1991,Tokyo Movie Shinsha,Novel,25 min,G - All Ages
Ochamegami Monogatari: Korokoro Pollon,6.95,"Parody, Magic, Comedy",TV,46,1982,Kokusai Eigasha,Manga,22 min,G - All Ages
Ochikobore Fruit Tart,6.77,"Music, Slice of Life",TV,12,2020,Studio Jack,4-koma manga,23 min,PG-13 - Teens 13 or older
Oda Cinnamon Nobunaga,6.55,"Slice of Life, Comedy, Historical, Seinen",TV,12,2020,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Oda Nobuna no Yabou,7.46,Historical,TV,12,2012,Pony Canyon,Light novel,24 min,PG-13 - Teens 13 or older
Offside (TV),7.11,Action,TV,39,2001,Animax,Manga,23 min,G - All Ages
Oh! Edo Rocket,7.23,Drama,TV,26,2007,Studio Jack,Other,24 min,PG-13 - Teens 13 or older
Oh! Super Milk-chan,5.99,Action,TV,12,2000,Pioneer LDC,Original,21 min,R - 17+ (violence & profanity)
Ohayou! Spank,6.6,"Slice of Life, Comedy",TV,63,1981,Asahi Broadcasting,Manga,25 min,G - All Ages
Ojamajo Doremi,7.21,Comedy,TV,51,1999,Asahi Broadcasting,Original,24 min,G - All Ages
Ojamajo Doremi Dokkaan!,7.59,Comedy,TV,51,2002,Asahi Broadcasting,Original,24 min,G - All Ages
Ojamajo Doremi Sharp,7.34,Comedy,TV,49,2000,Asahi Broadcasting,Original,24 min,G - All Ages
Ojisan to Marshmallow,6.6,"Slice of Life, Comedy, Romance",TV,12,2016,DAX Production,Web manga,3 min,PG-13 - Teens 13 or older
"Okoshiyasu, Chitose-chan",6.58,"Slice of Life, Comedy, Josei",TV,24,2018,VAP,Manga,3 min,G - All Ages
Okusama ga Seitokaichou!,6.66,Comedy,TV,12,2015,DAX Production,Manga,8 min,R+ - Mild Nudity
Okusama ga Seitokaichou!+!,6.65,Romance,TV,12,2016,DAX Production,Manga,8 min,R+ - Mild Nudity
Okusama wa Mahou Shoujo,6.34,"Magic, Romance",TV,13,2005,Media Factory,Original,24 min,PG-13 - Teens 13 or older
Omae wa Mada Gunma wo Shiranai,5.23,School,TV,12,2018,Toho,Web manga,3 min,PG-13 - Teens 13 or older
Omamori Himari,6.93,Action,TV,12,2010,Kadokawa,Manga,24 min,R+ - Mild Nudity
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",5.59,Ecchi,TV,12,2017,Studio Jack,Digital manga,4 min,R+ - Mild Nudity
Omishi Mahou Gekijou: Risky★Safety,6.64,Shounen,TV,24,1999,Pony Canyon,Manga,10 min,PG - Children
One Outs,8.35,Sports,TV,25,2008,VAP,Manga,23 min,PG-13 - Teens 13 or older
One Punch Man,8.57,Action,TV,12,2015,TV Tokyo,Web manga,24 min,R - 17+ (violence & profanity)
One Punch Man 2nd Season,7.41,Action,TV,12,2019,TV Tokyo,Web manga,23 min,R - 17+ (violence & profanity)
One Room,5.57,Slice of Life,TV,12,2017,Shochiku,Original,4 min,PG-13 - Teens 13 or older
Oneechan ga Kita,6.37,Comedy,TV,12,2014,Studio Jack,4-koma manga,3 min,PG-13 - Teens 13 or older
Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,2002,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Onegai☆Twins,6.88,Drama,TV,12,2003,Bandai Visual,Original,25 min,PG-13 - Teens 13 or older
Ongaku Shoujo (TV),5.96,"Music, Slice of Life",TV,12,2018,Kids Station,Original,23 min,PG-13 - Teens 13 or older
Onihei,7.31,"Historical, Seinen",TV,13,2017,TV Tokyo,Novel,23 min,R - 17+ (violence & profanity)
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.53,Comedy,TV,12,2012,Lantis,Light novel,24 min,R+ - Mild Nudity
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.15,"Harem, Comedy, Romance, Ecchi",TV,12,2011,Starchild Records,Manga,23 min,PG-13 - Teens 13 or older
Oniisama e...,7.79,"Psychological, Drama, School, Shoujo, Shoujo Ai",TV,39,1991,NHK,Manga,25 min,PG-13 - Teens 13 or older
Ookami Shoujo to Kuro Ouji,7.17,Romance,TV,12,2014,VAP,Manga,24 min,PG-13 - Teens 13 or older
Ookami to Koushinryou,8.27,Adventure,TV,13,2008,Victor Entertainment,Light novel,24 min,PG-13 - Teens 13 or older
Ookami to Koushinryou II,8.36,Adventure,TV,12,2009,Imagica,Light novel,24 min,PG-13 - Teens 13 or older
Ookami-san to Shichinin no Nakama-tachi,7.22,Parody,TV,12,2010,Genco,Light novel,24 min,PG-13 - Teens 13 or older
Ookami-san wa Taberaretai,5.61,"Romance, Ecchi",TV,3,2020,Studio Jack,Manga,5 min,R+ - Mild Nudity
Ookamikakushi,6.34,Action,TV,12,2010,TBS,Visual novel,24 min,PG-13 - Teens 13 or older
Ookiku Furikabutte,7.95,Comedy,TV,25,2007,Aniplex,Manga,25 min,PG-13 - Teens 13 or older
Ookiku Furikabutte: Natsu no Taikai-hen,8.04,Comedy,TV,13,2010,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Orange,7.62,"Sci-Fi, Drama, Romance, School, Shoujo",TV,13,2016,TMS Entertainment,Manga,24 min,PG-13 - Teens 13 or older
Ore dake Haireru Kakushi Dungeon,6.47,Action,TV,12,2021,DMM Music,Light novel,24 min,PG-13 - Teens 13 or older
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",6.81,Comedy,TV,12,2015,Sotsu,Light novel,23 min,PG-13 - Teens 13 or older
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,Comedy,TV,10,2018,MAGES.,Light novel,23 min,PG-13 - Teens 13 or older
Ore Monogatari!!,7.96,Romance,TV,24,2015,VAP,Manga,22 min,PG-13 - Teens 13 or older
Ore no Imouto ga Konnani Kawaii Wake ga Nai,7.1,"Slice of Life, Comedy",TV,12,2010,Aniplex,Light novel,24 min,PG-13 - Teens 13 or older
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,Romance,TV,13,2013,Aniplex,Light novel,24 min,PG-13 - Teens 13 or older
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.06,Harem,TV,13,2013,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.26,"Harem, Comedy, Romance, School",TV,10,2013,DAX Production,Light novel,24 min,PG-13 - Teens 13 or older
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,5.88,Ecchi,TV,8,2020,Studio Jack,Manga,3 min,R+ - Mild Nudity
Ore wa Teppei,6.52,Action,TV,28,1977,Fuji TV,Manga,25 min,PG-13 - Teens 13 or older
Ore wo Suki nano wa Omae dake ka yo,7.39,"Harem, Comedy, Romance, School",TV,12,2019,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
"Ore, Twintail ni Narimasu.",6.51,Action,TV,12,2014,Pony Canyon,Light novel,24 min,PG-13 - Teens 13 or older
Orenchi no Furo Jijou,7,Fantasy,TV,13,2014,Media Factory,4-koma manga,4 min,PG-13 - Teens 13 or older
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,6.7,Drama,TV,12,2011,Lantis,Visual novel,24 min,R+ - Mild Nudity
Oruchuban Ebichu,7.4,Comedy,TV,24,1999,Geneon Universal Entertainment,Manga,8 min,R+ - Mild Nudity
Osake wa Fuufu ni Natte kara,6.94,"Slice of Life, Comedy, Romance",TV,13,2017,VAP,Web manga,3 min,PG-13 - Teens 13 or older
Oshiri Kajiri Mushi (TV) 4th Season,5.34,Kids,TV,10,2015,NHK,Music,5 min,G - All Ages
Osomatsu-kun,6.46,Comedy,TV,56,1966,Mainichi Broadcasting System,Manga,25 min,PG - Children
Osomatsu-kun (1988),6.7,Comedy,TV,86,1988,Fuji TV,Manga,24 min,G - All Ages
Osomatsu-san,8.02,Parody,TV,25,2015,TV Tokyo,Original,23 min,R - 17+ (violence & profanity)
Osomatsu-san 2nd Season,7.6,Parody,TV,25,2017,TV Tokyo,Manga,23 min,R - 17+ (violence & profanity)
Osomatsu-san 3rd Season,7.42,Parody,TV,25,2020,Radix,Manga,23 min,R - 17+ (violence & profanity)
Otogi Story Tenshi no Shippo,6.56,"Fantasy, Magic, Comedy, Harem, Romance",TV,12,2001,Lantis,Original,22 min,PG-13 - Teens 13 or older
Otogizoushi,6.98,Adventure,TV,26,2004,VAP,Original,23 min,PG-13 - Teens 13 or older
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.49,Drama,TV,12,2020,Mainichi Broadcasting System,Light novel,24 min,PG-13 - Teens 13 or older
Otome wa Boku ni Koishiteru,7.06,Drama,TV,12,2006,Starchild Records,Visual novel,24 min,PG-13 - Teens 13 or older
Otona nya Koi no Shikata ga Wakaranee!,5.63,"Romance, Ecchi",TV,8,2020,Studio Jack,Manga,3 min,R+ - Mild Nudity
Ou Dorobou Jing,7.23,Adventure,TV,13,2002,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Ougon Bat,6.33,Action,TV,52,1967,TBS,Novel,25 min,PG-13 - Teens 13 or older
Ougon Yuusha Goldran,6.82,Action,TV,48,1995,Studio Jack,Original,24 min,G - All Ages
Ouran Koukou Host Club,8.2,Harem,TV,26,2006,VAP,Manga,23 min,PG-13 - Teens 13 or older
Ousama Game The Animation,5,"Mystery, Dementia, Horror, Supernatural, Drama, School",TV,12,2017,AT-X,Novel,23 min,R - 17+ (violence & profanity)
Oushitsu Kyoushi Heine,7.47,"Slice of Life, Comedy, Historical, Shounen",TV,12,2017,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Outbreak Company,7.3,"Harem, Comedy, Parody, Fantasy",TV,12,2013,Pony Canyon,Light novel,24 min,PG-13 - Teens 13 or older
Over Drive,7.59,Sports,TV,26,2007,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Overflow,6.76,Ecchi,TV,8,2020,Studio Jack,Manga,7 min,R+ - Mild Nudity
Overlord,7.96,Action,TV,13,2015,AT-X,Light novel,24 min,R - 17+ (violence & profanity)
Overlord II,7.78,Action,TV,13,2018,AT-X,Light novel,23 min,R - 17+ (violence & profanity)
Overlord III,7.95,Action,TV,13,2018,Kadokawa,Light novel,23 min,R - 17+ (violence & profanity)
Overman King Gainer,6.89,Action,TV,26,2002,WOWOW,Original,25 min,PG-13 - Teens 13 or older
Owari no Seraph,7.49,Action,TV,12,2015,Radix,Manga,23 min,R - 17+ (violence & profanity)
Owari no Seraph: Nagoya Kessen-hen,7.64,Action,TV,12,2015,NBCUniversal Entertainment Japan,Manga,23 min,R - 17+ (violence & profanity)
Owarimonogatari,8.46,"Mystery, Comedy, Supernatural, Vampire",TV,12,2015,Aniplex,Light novel,26 min,R - 17+ (violence & profanity)
Owarimonogatari 2nd Season,8.93,"Mystery, Comedy, Supernatural, Vampire",TV,7,2017,Aniplex,Light novel,22 min,R - 17+ (violence & profanity)
Oyako Club,5.6,"Slice of Life, Comedy",TV,1818,1994,Fuji TV,Original,5 min,G - All Ages
Oyayubi Hime Monogatari,6.67,Adventure,TV,26,1992,Enoki Films,Book,24 min,G - All Ages
Oz no Mahoutsukai (1986),6.73,Adventure,TV,52,1986,TV Tokyo,Book,25 min,G - All Ages
Ozma,6.11,Action,TV,6,2012,WOWOW,Original,24 min,PG-13 - Teens 13 or older
Ozmafia!!,5.46,"Harem, Historical, Romance, Fantasy, Shoujo",TV,12,2016,Heewon Entertainment,Visual novel,5 min,PG-13 - Teens 13 or older
Pac-World,4.9,Adventure,TV,52,2014,Bandai Visual,Game,25 min,PG - Children
Pandora Hearts,7.72,Adventure,TV,25,2009,Square Enix,Manga,24 min,PG-13 - Teens 13 or older
Paniponi Dash!,7.45,Parody,TV,26,2005,Square Enix,Manga,24 min,PG-13 - Teens 13 or older
Panty & Stocking with Garterbelt,7.73,Action,TV,13,2010,Kadokawa,Original,23 min,R - 17+ (violence & profanity)
"Papa datte, Shitai",5.97,Shounen Ai,TV,8,2019,Picante Circus,Manga,6 min,R+ - Mild Nudity
Papa no Iukoto wo Kikinasai!,7.33,Romance,TV,12,2012,Starchild Records,Light novel,23 min,PG-13 - Teens 13 or older
Papuwa,6.6,Adventure,TV,26,2003,Sotsu,Manga,25 min,R+ - Mild Nudity
Paradise Kiss,7.83,Drama,TV,12,2005,Aniplex,Manga,24 min,R - 17+ (violence & profanity)
Parappa the Rapper,5.97,Fantasy,TV,30,2001,Aniplex,Game,20 min,G - All Ages
Paris no Isabelle,5.73,"Historical, Drama",TV,13,1979,TV Tokyo,Original,25 min,G - All Ages
Pastel Memories,5.12,Action,TV,12,2019,MAGES.,Game,24 min,PG-13 - Teens 13 or older
Patapata Hikousen no Bouken,7.57,Adventure,TV,26,2002,TMS Entertainment,Novel,24 min,PG-13 - Teens 13 or older
Paul no Miracle Daisakusen,6.45,Action,TV,50,1976,Fuji TV,Original,25 min,G - All Ages
Peace Maker Kurogane,7.33,Action,TV,24,2003,GDH,Manga,24 min,R - 17+ (violence & profanity)
Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",TV,25,2005,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Peeping Life,5.24,"Slice of Life, Comedy",TV,10,2009,CoMix Wave Films,Original,5 min,G - All Ages
Penguin no Mondai,5.88,Kids,TV,100,2008,TV Tokyo,Manga,10 min,G - All Ages
Perrine Monogatari,7.52,"Slice of Life, Historical, Drama, Shoujo",TV,53,1978,Bandai Visual,Novel,25 min,G - All Ages
Persona 4 the Animation,7.52,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",TV,25,2011,Aniplex,Game,25 min,PG-13 - Teens 13 or older
Persona 4 the Golden Animation,6.63,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",TV,12,2014,Aniplex,Game,23 min,PG-13 - Teens 13 or older
Persona 5 the Animation,6.47,Action,TV,26,2018,Aniplex,Game,24 min,R - 17+ (violence & profanity)
Persona: Trinity Soul,6.58,Action,TV,26,2008,Aniplex,Original,23 min,PG-13 - Teens 13 or older
Pet,6.48,"Mystery, Psychological, Supernatural, Seinen",TV,13,2020,Fuji TV,Manga,23 min,R - 17+ (violence & profanity)
Peter Pan no Bouken,6.84,Adventure,TV,41,1989,Fuji TV,Book,23 min,G - All Ages
PetoPeto-san,6.53,Fantasy,TV,13,2005,Mellow Head,Light novel,25 min,PG-13 - Teens 13 or older
Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",TV,4,1999,Tokyo Movie Shinsha,Manga,22 min,R - 17+ (violence & profanity)
Phantasy Star Online 2 The Animation,6.35,Action,TV,12,2016,TBS,Game,24 min,PG-13 - Teens 13 or older
Phantasy Star Online 2: Episode Oracle,6.55,Action,TV,25,2019,Frontier Works,Game,23 min,PG-13 - Teens 13 or older
