Name,Score,Genders,Type,Episodes,Premiered,Producers,Source,Duration per ep.,Rating
Mahou Sensei Negima!,6.98,Comedy,TV,26,2005,Starchild Records,Manga,23 min,PG-13 - Teens 13 or older
Mahou Sensou,6.03,Action,TV,12,2014,Media Factory,Light novel,24 min,PG-13 - Teens 13 or older
Mahou Shoujo Ikusei Keikaku,7,Action,TV,12,2016,Genco,Light novel,24 min,R - 17+ (violence & profanity)
Mahou Shoujo Lyrical Nanoha,7.42,Action,TV,13,2004,Starchild Records,Original,25 min,PG-13 - Teens 13 or older
Mahou Shoujo Lyrical Nanoha A's,7.99,Action,TV,13,2005,Starchild Records,Original,25 min,PG-13 - Teens 13 or older
Mahou Shoujo Lyrical Nanoha StrikerS,7.65,Action,TV,26,2007,Geneon Universal Entertainment,Original,25 min,PG-13 - Teens 13 or older
Mahou Shoujo Lyrical Nanoha ViVid,6.74,Action,TV,12,2015,Aniplex,Manga,25 min,PG-13 - Teens 13 or older
Mahou Shoujo Madoka★Magica,8.38,"Psychological, Drama, Magic, Thriller",TV,12,2011,Aniplex,Original,24 min,PG-13 - Teens 13 or older
Mahou Shoujo Nante Mou Ii Desukara.,5.94,Comedy,TV,12,2016,Earth Star Entertainment,Web manga,4 min,PG-13 - Teens 13 or older
Mahou Shoujo Nante Mou Ii Desukara. Second Season,6.08,Comedy,TV,12,2016,Evil Line Records,Web manga,4 min,PG-13 - Teens 13 or older
Mahou Shoujo Ore,6.64,Fantasy,TV,12,2018,Genco,Web manga,23 min,PG-13 - Teens 13 or older
Mahou Shoujo Site,6.48,Drama,TV,12,2018,Sotsu,Manga,24 min,R - 17+ (violence & profanity)
Mahou Shoujo-tai Arusu,7.09,Adventure,TV,40,2004,Tohokushinsha Film Corporation,Original,9 min,PG-13 - Teens 13 or older
Mahou Shoujo? Naria☆Girls,3.84,Magic,TV,12,2016,Pony Canyon,Original,8 min,PG-13 - Teens 13 or older
Mahoujin Guruguru,7.61,Adventure,TV,45,1994,Dentsu,Manga,23 min,G - All Ages
Mahoujin Guruguru (2017),7.86,Adventure,TV,24,2017,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Mahouka Koukou no Rettousei,7.53,Action,TV,26,2014,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
Mahouka Koukou no Rettousei: Raihousha-hen,7.31,Action,TV,13,2020,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,2003,Rondo Robe,Manga,24 min,PG-13 - Teens 13 or older
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.29,"Slice of Life, Drama, Magic, Romance, Shounen",TV,12,2008,Geneon Universal Entertainment,Manga,23 min,G - All Ages
Mahoutsukai no Yome,8.1,"Slice of Life, Magic, Fantasy, Shounen",TV,24,2017,Pony Canyon,Manga,24 min,PG-13 - Teens 13 or older
Mahoutsukai Precure!,7.08,Action,TV,50,2016,AIC,Original,24 min,G - All Ages
Mai-HiME,7.46,Action,TV,26,2004,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Mai-Otome,7.31,Drama,TV,26,2005,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Maicching Machiko-sensei,6.22,Comedy,TV,95,1981,TV Tokyo,Manga,25 min,R+ - Mild Nudity
Mainichi Kaasan,7.32,"Slice of Life, Comedy",TV,142,2009,Nihon Ad Systems,Manga,25 min,PG - Children
Mairimashita! Iruma-kun,7.7,Fantasy,TV,23,2019,NHK,Manga,23 min,PG-13 - Teens 13 or older
Maison Ikkoku,8.18,"Slice of Life, Comedy, Drama, Romance, Seinen",TV,96,1986,Kitty Films,Manga,25 min,R+ - Mild Nudity
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.27,Comedy,TV,12,2012,OB Planning,Original,5 min,PG-13 - Teens 13 or older
Majimoji Rurumo,6.85,Comedy,TV,12,2014,Pony Canyon,Manga,24 min,PG-13 - Teens 13 or older
Majin Tantei Nougami Neuro,7.62,"Mystery, Comedy, Demons, Supernatural, Shounen",TV,25,2007,VAP,Manga,23 min,R - 17+ (violence & profanity)
Majo no Tabitabi,7.57,Adventure,TV,12,2020,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Major 2nd (TV),7.49,Comedy,TV,25,2018,NHK,Manga,24 min,PG-13 - Teens 13 or older
Major S1,8.27,Comedy,TV,26,2004,Shochiku,Manga,25 min,PG-13 - Teens 13 or older
Major S2,8.25,Comedy,TV,26,2006,NHK,Manga,25 min,PG-13 - Teens 13 or older
Major S3,8.27,Drama,TV,26,2007,NHK,Manga,25 min,PG-13 - Teens 13 or older
Major S4,8.24,Comedy,TV,26,2008,NHK,Manga,24 min,PG-13 - Teens 13 or older
Major S5,8.45,Comedy,TV,25,2009,NHK,Manga,24 min,PG-13 - Teens 13 or older
Major S6,8.38,Comedy,TV,25,2010,NHK,Manga,24 min,PG-13 - Teens 13 or older
Majutsushi Orphen,7.17,Action,TV,24,1998,Kadokawa,Light novel,25 min,PG-13 - Teens 13 or older
Majutsushi Orphen Hagure Tabi,5.78,Action,TV,13,2020,WOWOW,Light novel,23 min,PG-13 - Teens 13 or older
Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.22,Action,TV,11,2021,Genco,Light novel,23 min,PG-13 - Teens 13 or older
Majutsushi Orphen: Revenge,6.82,Adventure,TV,23,1999,Kadokawa,Light novel,24 min,PG-13 - Teens 13 or older
Majuu Sensen: The Apocalypse,5.39,Action,TV,13,2003,Magic Bus,Manga,24 min,R+ - Mild Nudity
Makai Ouji: Devils and Realist,7.06,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei",TV,12,2013,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Makai Senki Disgaea,6.76,Action,TV,12,2006,Nippon Animation,Game,24 min,PG-13 - Teens 13 or older
Maken-Ki!,6.41,Action,TV,12,2011,AIC,Manga,25 min,R+ - Mild Nudity
Makeruna!! Aku no Gundan!,5.32,Shounen,TV,12,2017,Bushiroad,Manga,5 min,G - All Ages
Makura no Danshi,4.51,Slice of Life,TV,12,2015,Earth Star Entertainment,Original,4 min,PG-13 - Teens 13 or older
Mameneko,6.06,Slice of Life,TV,12,2018,Starchild Records,Manga,3 min,PG - Children
Mamotte! Lollipop,6.68,Adventure,TV,13,2006,Delfi Sound,Manga,25 min,PG-13 - Teens 13 or older
Mangaka-san to Assistant-san to The Animation,7.18,"Harem, Slice of Life, Comedy, Ecchi, Seinen",TV,12,2014,Lantis,Manga,13 min,PG-13 - Teens 13 or older
Mangirl!,5.86,Comedy,TV,13,2013,Earth Star Entertainment,Manga,3 min,PG-13 - Teens 13 or older
Manyuu Hikenchou,6.22,Action,TV,12,2011,TV Tokyo,Manga,24 min,R+ - Mild Nudity
Maou Dante,6.06,Action,TV,13,2002,AT-X,Manga,24 min,R - 17+ (violence & profanity)
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",7.34,Action,TV,13,2020,Aniplex,Light novel,23 min,R - 17+ (violence & profanity)
Maoujou de Oyasumi,8.04,"Slice of Life, Comedy, Supernatural, Magic, Fantasy, Shounen",TV,12,2020,Lantis,Manga,23 min,PG-13 - Teens 13 or older
Maoyuu Maou Yuusha,7.31,Adventure,TV,12,2013,Genco,Light novel,23 min,PG-13 - Teens 13 or older
MapleStory,5.33,Action,TV,25,2007,TV Tokyo,Game,25 min,PG - Children
Marginal Prince: Gekkeiju no Ouji-tachi,5.91,"Romance, School, Shounen Ai",TV,13,2006,GDH,Visual novel,24 min,PG-13 - Teens 13 or older
Marginal#4: Kiss kara Tsukuru Big Bang,6.7,Music,TV,12,2017,Sotsu,Music,23 min,PG-13 - Teens 13 or older
Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,2004,Rondo Robe,Light novel,24 min,PG-13 - Teens 13 or older
Maria†Holic,7.05,Parody,TV,12,2009,Frontier Works,Manga,24 min,PG-13 - Teens 13 or older
Maria†Holic Alive,6.99,Parody,TV,12,2011,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Marie & Gali,6.31,Comedy,TV,40,2009,NHK,Original,5 min,PG-13 - Teens 13 or older
Marie & Gali ver. 2.0,5.94,Comedy,TV,30,2010,NHK,Original,5 min,PG-13 - Teens 13 or older
Marmalade Boy,7.49,Drama,TV,76,1994,Asahi Broadcasting,Manga,24 min,PG-13 - Teens 13 or older
Masamune-kun no Revenge,6.83,Harem,TV,12,2017,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Mashiro-iro Symphony: The Color of Lovers,7.11,"Harem, Drama, Romance, School",TV,12,2011,Frontier Works,Visual novel,24 min,PG-13 - Teens 13 or older
Masou Gakuen HxH,6.18,Action,TV,12,2016,Kadokawa,Light novel,24 min,R+ - Mild Nudity
Massugu ni Ikou.,6.48,Romance,TV,4,2003,Yomiko Advertising,Manga,21 min,PG - Children
Massugu ni Ikou. 2nd Season,6.62,Romance,TV,5,2004,Yomiko Advertising,Manga,22 min,PG - Children
Master Keaton,7.61,Adventure,TV,24,1998,VAP,Manga,23 min,R - 17+ (violence & profanity)
Master Mosquiton '99,6.52,Action,TV,26,1997,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Master of Epic: The Animation Age,6.07,Fantasy,TV,12,2007,TV Tokyo,Game,24 min,PG-13 - Teens 13 or older
Masuda Kousuke Gekijou Gag Manga Biyori,7.21,Parody,TV,12,2005,Bandai Visual,Manga,5 min,PG-13 - Teens 13 or older
Masuda Kousuke Gekijou Gag Manga Biyori +,7.05,Comedy,TV,12,2010,Bandai Visual,Manga,5 min,PG-13 - Teens 13 or older
Masuda Kousuke Gekijou Gag Manga Biyori 2,7.22,Comedy,TV,12,2006,Bandai Visual,Manga,5 min,PG-13 - Teens 13 or older
Masuda Kousuke Gekijou Gag Manga Biyori 3,7.1,Comedy,TV,12,2008,Bandai Visual,Manga,5 min,PG-13 - Teens 13 or older
Matantei Loki Ragnarok,7.29,Comedy,TV,26,2003,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Mawaru Penguindrum,7.98,"Mystery, Comedy, Dementia, Psychological, Drama",TV,24,2011,Starchild Records,Original,24 min,R - 17+ (violence & profanity)
Mayo Chiki!,7.31,"Harem, Comedy, Romance, Ecchi, School",TV,13,2011,Starchild Records,Light novel,24 min,R+ - Mild Nudity
Mayoi Neko Overrun!,6.72,Harem,TV,13,2010,Geneon Universal Entertainment,Light novel,24 min,PG-13 - Teens 13 or older
Mayoiga,5.53,"Mystery, Comedy, Horror, Psychological, Drama",TV,12,2016,WOWOW,Original,24 min,R - 17+ (violence & profanity)
Maze☆Bakunetsu Jikuu (TV),6.65,Adventure,TV,25,1997,Kadokawa,Manga,24 min,PG-13 - Teens 13 or older
Mazinger Z,7.26,Action,TV,92,1973,Dynamic Planning,Manga,25 min,PG-13 - Teens 13 or older
Medaka Box,7.07,Action,TV,12,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Medaka Box Abnormal,7.46,Action,TV,12,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Medarot,7.07,Adventure,TV,52,1999,TV Tokyo,Game,24 min,PG - Children
Medarot Damashii,6.65,Action,TV,39,2000,TV Tokyo,Game,20 min,G - All Ages
Megalo Box,7.92,Action,TV,13,2018,TBS,Original,24 min,R - 17+ (violence & profanity)
Megami Kouhosei,6.4,Action,TV,12,2000,Bandai Visual,Manga,24 min,PG-13 - Teens 13 or older
Meganebu!,6.29,School,TV,12,2013,Toho,Other,23 min,PG-13 - Teens 13 or older
Meiji Tokyo Renka,6.93,"Harem, Historical, Supernatural, Romance, Shoujo",TV,12,2019,Broccoli,Visual novel,23 min,PG-13 - Teens 13 or older
Meiken Jolie,6.73,Adventure,TV,52,1981,NHK,Novel,22 min,G - All Ages
Mekakucity Actors,7.08,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",TV,12,2014,Aniplex,Music,23 min,PG-13 - Teens 13 or older
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.54,Action,TV,12,2018,Happy Elements,Game,23 min,PG-13 - Teens 13 or older
Mermaid Melody Pichi Pichi Pitch,7.04,Adventure,TV,52,2003,Studio Jack,Manga,24 min,PG - Children
Mermaid Melody Pichi Pichi Pitch Pure,7.09,Adventure,TV,39,2004,Studio Jack,Manga,25 min,PG - Children
Metal Fighter Miku,6.04,Sci-Fi,TV,13,1994,Victor Entertainment,Original,25 min,PG-13 - Teens 13 or older
Mezzo DSA,6.68,Action,TV,13,2004,Studio Jack,Original,25 min,R+ - Mild Nudity
Miami Guns,6.47,Comedy,TV,13,2000,Kodansha,Manga,23 min,R - 17+ (violence & profanity)
Micchiri Neko,6.8,Kids,TV,39,2018,Frencel,Web manga,1 min,G - All Ages
Michiko to Hatchin,7.85,Action,TV,22,2008,Media Factory,Original,22 min,R - 17+ (violence & profanity)
Midara na Ao-chan wa Benkyou ga Dekinai,6.78,Romance,TV,12,2019,Mainichi Broadcasting System,Manga,12 min,PG-13 - Teens 13 or older
Midori no Hibi,7.28,Drama,TV,13,2004,Bandai Visual,Manga,24 min,R+ - Mild Nudity
Midori no Makibao,6.45,Sports,TV,61,1996,Fuji TV,Manga,24 min,G - All Ages
Miira no Kaikata,7.42,"Slice of Life, Comedy, Supernatural",TV,12,2018,TBS,Web manga,24 min,PG-13 - Teens 13 or older
Mikagura Gakuen Kumikyoku (TV),6.71,Action,TV,12,2015,Media Factory,Light novel,24 min,PG-13 - Teens 13 or older
Mikakunin de Shinkoukei,7.44,"Slice of Life, Comedy, Romance, School",TV,12,2014,Sotsu,4-koma manga,23 min,PG-13 - Teens 13 or older
Military!,5.82,Ecchi,TV,12,2015,DAX Production,4-koma manga,3 min,PG-13 - Teens 13 or older
Minami Kamakura Koukou Joshi Jitenshabu,6.25,Sports,TV,12,2017,Genco,Manga,23 min,PG-13 - Teens 13 or older
Minami-ke,7.69,"Slice of Life, Comedy, School",TV,13,2007,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Minami-ke Okawari,7.35,School,TV,13,2008,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Minarai Diva,5.38,Music,TV,10,2014,Nippon Animation,Original,40 min,G - All Ages
Mini Van 2nd Season,6.22,"Game, Slice of Life, Comedy, Parody",TV,26,2015,HeART-BIT,4-koma manga,3 min,PG-13 - Teens 13 or older
Minna Atsumare! Falcom Gakuen,5.9,"Parody, Comedy, School, Seinen",TV,13,2014,DAX Production,4-koma manga,2 min,PG-13 - Teens 13 or older
Minna Atsumare! Falcom Gakuen SC,6.03,"Parody, Comedy, School, Seinen",TV,12,2015,DAX Production,4-koma manga,2 min,PG-13 - Teens 13 or older
Miracle Giants Doumu-kun,7.23,Sports,TV,49,1989,Gallop,Manga,25 min,PG - Children
Miracle☆Girls,7.12,Drama,TV,51,1993,Asatsu DK,Manga,24 min,G - All Ages
Miracle☆Train: Oedo-sen e Youkoso,6.52,"Fantasy, Shoujo",TV,13,2009,TV Tokyo,Original,23 min,PG-13 - Teens 13 or older
Mirai Keisatsu Urashiman,6.64,Action,TV,50,1983,Fuji TV,Manga,23 min,PG-13 - Teens 13 or older
Mirai Nikki,7.54,Action,TV,26,2011,Lantis,Manga,23 min,R+ - Mild Nudity
Miss Monochrome The Animation,6.4,"Music, Slice of Life, Comedy",TV,13,2013,TV Tokyo,Original,4 min,G - All Ages
Miss Monochrome The Animation 2,6.5,"Music, Slice of Life, Comedy",TV,13,2015,Starchild Records,Original,7 min,G - All Ages
Miss Monochrome The Animation 3,6.54,"Music, Slice of Life, Comedy",TV,13,2015,Starchild Records,Original,7 min,G - All Ages
Mitsuboshi Colors,7.43,Shounen,TV,12,2018,Frontier Works,Manga,23 min,PG-13 - Teens 13 or older
Mitsudomoe,7.59,School,TV,13,2010,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Mitsudomoe Zouryouchuu!,7.71,"Slice of Life, Comedy, School",TV,8,2011,Lantis,Manga,24 min,PG-13 - Teens 13 or older
Mix,7.25,Drama,TV,24,2019,Shochiku,Manga,23 min,PG-13 - Teens 13 or older
Miyanishi Tatsuya Gekijou: Omae Umasou da na,6.36,Adventure,TV,20,2010,AIC,Picture book,3 min,G - All Ages
Miyuki,6.72,"Romance, School, Shounen",TV,37,1983,Kitty Films,Manga,25 min,PG-13 - Teens 13 or older
Mizuiro Jidai,6.9,"Slice of Life, Drama, Romance, School, Shoujo",TV,47,1996,Studio Comet,Manga,25 min,PG-13 - Teens 13 or older
MM!,7.12,"Harem, Comedy, Ecchi, School",TV,12,2010,Lantis,Light novel,23 min,PG-13 - Teens 13 or older
Mnemosyne: Mnemosyne no Musume-tachi,7.32,Action,TV,6,2008,VAP,Original,45 min,R+ - Mild Nudity
Mob Psycho 100,8.49,Action,TV,12,2016,Warner Bros. Japan,Web manga,24 min,PG-13 - Teens 13 or older
Mob Psycho 100 II,8.84,Action,TV,13,2019,Warner Bros. Japan,Web manga,24 min,PG-13 - Teens 13 or older
Mobile Fighter G Gundam,7.56,Adventure,TV,49,1994,Asahi,Original,24 min,PG-13 - Teens 13 or older
Mobile Suit Gundam,7.78,Action,TV,43,1979,Sotsu,Original,25 min,PG-13 - Teens 13 or older
Mobile Suit Gundam 00,8.14,Action,TV,25,2007,Sotsu,Original,24 min,R - 17+ (violence & profanity)
Mobile Suit Gundam 00 Second Season,8.11,Action,TV,25,2008,Mainichi Broadcasting System,Original,24 min,R - 17+ (violence & profanity)
Mobile Suit Gundam AGE,6.49,Action,TV,49,2011,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Mobile Suit Gundam SEED,7.79,Action,TV,50,2002,Sotsu,Original,24 min,R - 17+ (violence & profanity)
Mobile Suit Gundam SEED Destiny,7.22,Action,TV,50,2004,Sotsu,Original,24 min,R - 17+ (violence & profanity)
Mobile Suit Gundam Unicorn RE:0096,7.58,Action,TV,22,2016,Bandai Visual,Novel,23 min,PG-13 - Teens 13 or older
Mobile Suit Gundam Wing,7.72,Action,TV,49,1995,Asahi,Original,24 min,PG-13 - Teens 13 or older
Mobile Suit Gundam ZZ,6.66,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",TV,47,1986,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Mobile Suit Gundam: Iron-Blooded Orphans,8.02,Action,TV,25,2015,Sotsu,Original,24 min,R - 17+ (violence & profanity)
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.24,Action,TV,25,2016,Sotsu,Original,24 min,R - 17+ (violence & profanity)
Mobile Suit Victory Gundam,6.76,Drama,TV,51,1993,Asahi,Original,24 min,PG-13 - Teens 13 or older
Mobile Suit Zeta Gundam,7.92,"Military, Sci-Fi, Space, Drama, Romance, Mecha",TV,50,1985,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Moeru! Oniisan,6.22,Action,TV,24,1988,Toho,Manga,24 min,PG-13 - Teens 13 or older
Moetan,6.42,Comedy,TV,12,2007,Lantis,Other,24 min,R+ - Mild Nudity
Mokke,7.07,"Slice of Life, Supernatural, Mystery",TV,24,2007,Kodansha,Manga,24 min,PG - Children
Momo Kyun Sword,5.59,Comedy,TV,12,2014,flying DOG,Light novel,24 min,R+ - Mild Nudity
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.56,Action,TV,10,2013,Kadokawa,Light novel,23 min,PG-13 - Teens 13 or older
Monochrome Factor,6.99,Action,TV,24,2008,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Monogatari Series: Second Season,8.78,"Mystery, Comedy, Supernatural, Romance, Vampire",TV,26,2013,Aniplex,Light novel,24 min,R - 17+ (violence & profanity)
Mononoke,8.42,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",TV,12,2007,Fuji TV,Original,22 min,R - 17+ (violence & profanity)
Monoshiri Daigaku: Ashita no Calendar,5.77,Historical,TV,1274,1966,Mainichi Broadcasting System,Original,5 min,G - All Ages
Monster,8.76,Drama,TV,74,2004,VAP,Manga,24 min,R+ - Mild Nudity
Monster Hunter Stories: Ride On,6.21,Fantasy,TV,75,2016,Dentsu,Game,24 min,PG-13 - Teens 13 or older
Monster Musume no Iru Nichijou,7.08,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen",TV,12,2015,Genco,Manga,23 min,R+ - Mild Nudity
Monster Musume no Oishasan,6.51,Romance,TV,12,2020,Magic Capsule,Light novel,23 min,PG-13 - Teens 13 or older
Montana Jones,6.91,Adventure,TV,52,1994,NHK,Original,23 min,G - All Ages
Morita-san wa Mukuchi.,6.53,School,TV,13,2011,DAX Production,4-koma manga,3 min,PG-13 - Teens 13 or older
Morita-san wa Mukuchi. 2,6.68,School,TV,13,2011,DAX Production,4-koma manga,3 min,PG-13 - Teens 13 or older
Moshidora,6.92,Drama,TV,10,2011,NHK,Novel,24 min,PG-13 - Teens 13 or older
Motto To LOVE-Ru,7.34,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen",TV,12,2010,Geneon Universal Entertainment,Manga,24 min,R+ - Mild Nudity
Motto! Ojamajo Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",TV,50,2001,Asahi Broadcasting,Original,24 min,G - All Ages
Mouretsu Pirates,7.17,"Sci-Fi, Space",TV,26,2012,Starchild Records,Light novel,24 min,PG-13 - Teens 13 or older
Mouryou no Hako,7.19,"Mystery, Psychological, Supernatural, Thriller, Seinen",TV,13,2008,VAP,Novel,23 min,R - 17+ (violence & profanity)
Mouse,6.04,Action,TV,12,2003,Broccoli,Manga,14 min,R+ - Mild Nudity
Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13,2004,WOWOW,Original,24 min,R+ - Mild Nudity
Moyashimon,7.59,School,TV,11,2007,Dentsu,Manga,23 min,PG-13 - Teens 13 or older
Mugen no Ryvius,7.48,Drama,TV,26,1999,TV Tokyo,Original,23 min,PG-13 - Teens 13 or older
Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.7,Action,TV,12,2018,Sony Pictures Entertainment,Manga,23 min,PG-13 - Teens 13 or older
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.83,Action,TV,12,2020,Lantis,Manga,23 min,PG-13 - Teens 13 or older
Munou na Nana,7.33,"Psychological, Shounen, Super Power, Supernatural, Thriller",TV,13,2020,Sotsu,Manga,23 min,R - 17+ (violence & profanity)
Murenase! Seton Gakuen,7.08,School,TV,12,2020,Animax,Manga,23 min,PG-13 - Teens 13 or older
Musaigen no Phantom World,6.89,Action,TV,13,2016,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Musekinin Galaxy☆Tylor,4.01,"Military, Sci-Fi, Space, Comedy, Parody",TV,12,2017,DAX Production,Light novel,3 min,PG-13 - Teens 13 or older
Musekinin Kanchou Tylor,7.87,"Military, Sci-Fi, Space, Comedy, Parody",TV,26,1993,VAP,Light novel,23 min,PG-13 - Teens 13 or older
Mushi-Uta,6.65,Action,TV,12,2007,WOWOW,Light novel,24 min,PG-13 - Teens 13 or older
Mushibugyou,7.35,Action,TV,26,2013,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Mushishi,8.69,Adventure,TV,26,2005,Avex Entertainment,Manga,25 min,PG-13 - Teens 13 or older
Mushishi Zoku Shou,8.72,Adventure,TV,10,2014,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Mushishi Zoku Shou 2nd Season,8.76,Adventure,TV,10,2014,Aniplex,Manga,23 min,PG-13 - Teens 13 or older
Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,Drama,TV,11,2021,Egg Firm,Light novel,23 min,R - 17+ (violence & profanity)
Mushrambo,6.98,"Sci-Fi, Adventure, Drama, Fantasy, Shounen",TV,32,2000,Asahi,Original,23 min,PG - Children
Muteki Choujin Zanbot 3,6.89,Action,TV,23,1977,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Muteki Kanban Musume,7.11,Action,TV,12,2006,Geneon Universal Entertainment,Manga,24 min,PG-13 - Teens 13 or older
Muteki Koujin Daitarn 3,7.08,"Mecha, Sci-Fi",TV,40,1978,Sotsu,Original,25 min,PG - Children
Muteki Robo Trider G7,6.42,Comedy,TV,50,1980,Sotsu,Original,24 min,G - All Ages
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,Action,TV,26,2004,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Muu no Hakugei,6.31,Action,TV,26,1980,Yomiko Advertising,Original,25 min,PG-13 - Teens 13 or older
Muumin,7.06,Adventure,TV,65,1969,Tokyo Movie Shinsha,Book,25 min,G - All Ages
Muv-Luv Alternative: Total Eclipse,7.11,Action,TV,24,2012,TV Tokyo,Visual novel,24 min,R+ - Mild Nudity
Myself; Yourself,7.21,Drama,TV,13,2007,Marvelous,Visual novel,25 min,PG-13 - Teens 13 or older
Nabari no Ou,7.29,Action,TV,26,2008,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Nagasarete Airantou,7.27,"Harem, Comedy, Romance, Ecchi, Fantasy, Shounen",TV,26,2007,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Nagato Yuki-chan no Shoushitsu,6.73,Romance,TV,16,2015,Lantis,Manga,24 min,PG-13 - Teens 13 or older
Nagi no Asu kara,8.09,Drama,TV,26,2013,Geneon Universal Entertainment,Original,23 min,PG-13 - Teens 13 or older
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,5.51,Action,TV,11,2006,Asahi,Manga,24 min,R - 17+ (violence & profanity)
Najica Dengeki Sakusen,6,Action,TV,12,2001,GDH,Original,23 min,R+ - Mild Nudity
Nakanohito Genome [Jikkyouchuu],6.87,"Game, Comedy, Drama",TV,12,2019,Lantis,Web manga,23 min,PG-13 - Teens 13 or older
Naked Wolves,5.96,Action,TV,52,2009,Pony Canyon,Original,5 min,PG - Children
Nami yo Kiitekure,7.37,Drama,TV,12,2020,Mainichi Broadcasting System,Manga,24 min,R - 17+ (violence & profanity)
Namiuchigiwa no Muromi-san,6.97,"Slice of Life, Comedy, Fantasy, Shounen",TV,13,2013,Starchild Records,Manga,13 min,PG-13 - Teens 13 or older
Namu Amida Butsu!: Rendai Utena,6.07,Fantasy,TV,12,2019,DMM Music,Game,24 min,PG-13 - Teens 13 or older
Nana,8.46,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",TV,47,2006,VAP,Manga,23 min,R+ - Mild Nudity
Nana Maru San Batsu,6.7,"Game, School, Seinen",TV,12,2017,TMS Entertainment,Manga,23 min,PG-13 - Teens 13 or older
Nanaka 6/17,6.61,"Slice of Life, Comedy, Drama, Romance, Shounen",TV,12,2003,Genco,Manga,25 min,PG-13 - Teens 13 or older
Nanako SOS,6.31,Parody,TV,39,1983,Kokusai Eigasha,Manga,23 min,G - All Ages
Nanatsu no Bitoku,5.21,Ecchi,TV,10,2018,Heewon Entertainment,Other,5 min,R+ - Mild Nudity
Nanatsu no Taizai,7.89,Action,TV,24,2014,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Nanatsu no Taizai: Fundo no Shinpan,7.16,Action,TV,24,2021,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Nanatsu no Taizai: Imashime no Fukkatsu,7.84,Action,TV,24,2018,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Nanatsu no Taizai: Kamigami no Gekirin,6.41,Action,TV,24,2019,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Nanatsu no Taizai: Seisen no Shirushi,7.12,Action,TV,4,2016,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
