number,Name,Score,Genre,Type,Episodes,Year,Producers,Source,Duration,Rating
1,Ore dake Haireru Kakushi Dungeon,6.47,Action,TV,12,2021,DMM Music,Light novel,24,PG-13 - Teens 13 or older
1,Ore wa Teppei,6.52,Action,TV,28,1977,Fuji TV,Manga,25,PG-13 - Teens 13 or older
1,"Ore, Twintail ni Narimasu.",6.51,Action,TV,12,2014,Pony Canyon,Light novel,24,PG-13 - Teens 13 or older
1,Ougon Bat,6.33,Action,TV,52,1967,TBS,Novel,25,PG-13 - Teens 13 or older
1,Ougon Yuusha Goldran,6.82,Action,TV,48,1995,Studio Jack,Original,24,G - All Ages
1,Overlord,7.96,Action,TV,13,2015,AT-X,Light novel,24,R - 17+ (violence & profanity)
1,Overlord II,7.78,Action,TV,13,2018,AT-X,Light novel,23,R - 17+ (violence & profanity)
1,Overlord III,7.95,Action,TV,13,2018,Kadokawa,Light novel,23,R - 17+ (violence & profanity)
1,Overman King Gainer,6.89,Action,TV,26,2002,WOWOW,Original,25,PG-13 - Teens 13 or older
1,Owari no Seraph,7.49,Action,TV,12,2015,Radix,Manga,23,R - 17+ (violence & profanity)
1,Owari no Seraph: Nagoya Kessen-hen,7.64,Action,TV,12,2015,NBCUniversal Entertainment Japan,Manga,23,R - 17+ (violence & profanity)
1,Ozma,6.11,Action,TV,6,2012,WOWOW,Original,24,PG-13 - Teens 13 or older
1,Panty & Stocking with Garterbelt,7.73,Action,TV,13,2010,Kadokawa,Original,23,R - 17+ (violence & profanity)
1,Pastel Memories,5.12,Action,TV,12,2019,MAGES.,Game,24,PG-13 - Teens 13 or older
1,Paul no Miracle Daisakusen,6.45,Action,TV,50,1976,Fuji TV,Original,25,G - All Ages
1,Peace Maker Kurogane,7.33,Action,TV,24,2003,GDH,Manga,24,R - 17+ (violence & profanity)
1,Persona 5 the Animation,6.47,Action,TV,26,2018,Aniplex,Game,24,R - 17+ (violence & profanity)
1,Persona: Trinity Soul,6.58,Action,TV,26,2008,Aniplex,Original,23,PG-13 - Teens 13 or older
1,Phantasy Star Online 2 The Animation,6.35,Action,TV,12,2016,TBS,Game,24,PG-13 - Teens 13 or older
1,Phantasy Star Online 2: Episode Oracle,6.55,Action,TV,25,2019,Frontier Works,Game,23,PG-13 - Teens 13 or older
1,Phantom: Requiem for the Phantom,8.01,Action,TV,26,2009,Genco,Visual novel,24,R - 17+ (violence & profanity)
1,Phi Brain: Kami no Puzzle,7.2,Action,TV,25,2011,NHK,Original,25,PG-13 - Teens 13 or older
1,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,Action,TV,25,2012,NHK,Original,25,PG-13 - Teens 13 or older
1,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.28,Action,TV,25,2013,NHK,Original,25,PG-13 - Teens 13 or older
1,Planet With,7.23,Action,TV,12,2018,Movic,Original,23,PG-13 - Teens 13 or older
1,Play Ball,6.13,Action,TV,13,2005,Magic Bus,Manga,24,G - All Ages
1,Plunderer,6.5,Action,TV,24,2020,Half H.P Studio,Manga,22,PG-13 - Teens 13 or older
1,Pokemon,7.34,Action,TV,276,1997,TV Tokyo,Game,24,PG - Children
1,Pokemon Advanced Generation,7.09,Action,TV,192,2002,TV Tokyo,Game,24,PG - Children
1,Pokemon Best Wishes!,6.4,Action,TV,84,2010,TV Tokyo,Game,22,PG - Children
1,Pokemon Best Wishes! Season 2,6.41,Action,TV,24,2012,TV Tokyo,Game,22,PG - Children
1,Pokemon Best Wishes! Season 2: Decolora Adventure,6.3,Action,TV,20,2013,TV Tokyo,Game,22,PG - Children
1,Pokemon Best Wishes! Season 2: Episode N,6.68,Action,TV,14,2013,TV Tokyo,Game,22,PG - Children
1,Pokemon Diamond & Pearl,7.2,Action,TV,191,2006,TV Tokyo,Game,23,PG - Children
1,Pokemon Sun & Moon,6.84,Action,TV,146,2016,TV Tokyo,Game,24,PG - Children
1,Pokemon XY,7.28,Action,TV,93,2013,TV Tokyo,Game,23,PG - Children
1,Princess Connect! Re:Dive,7.06,Action,TV,13,2020,WOWOW,Game,23,PG-13 - Teens 13 or older
1,Princess Principal,7.71,Action,TV,12,2017,Bandai Visual,Original,25,R - 17+ (violence & profanity)
1,Prism Ark,6.45,Action,TV,12,2007,Marvelous,Visual novel,24,R+ - Mild Nudity
1,Psycho-Pass,8.38,Action,TV,22,2012,Dentsu,Original,23,R - 17+ (violence & profanity)
1,Psycho-Pass 2,7.42,Action,TV,11,2014,Pony Canyon,Original,23,R - 17+ (violence & profanity)
1,Psycho-Pass 3,7.54,Action,TV,8,2019,Dentsu,Original,45,R - 17+ (violence & profanity)
1,Psychoarmor Govarian,6.13,Action,TV,26,1983,TV Tokyo,Original,24,R+ - Mild Nudity
1,Pumpkin Scissors,7.18,Action,TV,24,2006,GDH,Manga,23,R - 17+ (violence & profanity)
1,Qualidea Code,6.51,Action,TV,12,2016,Aniplex,Original,23,PG-13 - Teens 13 or older
1,Queen's Blade: Gyokuza wo Tsugu Mono,6.58,Action,TV,12,2009,Genco,Other,24,R+ - Mild Nudity
1,Queen's Blade: Rebellion,6.32,Action,TV,12,2012,Genco,Other,24,R+ - Mild Nudity
1,Queen's Blade: Rurou no Senshi,6.18,Action,TV,12,2009,Genco,Other,24,R+ - Mild Nudity
1,R.O.D: The TV,7.55,Action,TV,26,2003,Aniplex,Light novel,25,PG-13 - Teens 13 or older
1,Radiant,6.87,Action,TV,21,2018,Studio Comet,Other,24,PG-13 - Teens 13 or older
1,Radiant 2nd Season,7.63,Action,TV,21,2019,NHK,Other,24,PG-13 - Teens 13 or older
1,Ragnarök The Animation,6.47,Action,TV,26,2004,Frontier Works,Game,24,PG-13 - Teens 13 or older
1,Ragnastrike Angels,4.34,Action,TV,12,2016,Aniplex,Game,30,PG-13 - Teens 13 or older
1,RahXephon,7.42,Action,TV,26,2002,Asatsu DK,Original,23,PG-13 - Teens 13 or older
1,Rail Wars!,6.41,Action,TV,12,2014,Lantis,Light novel,24,R+ - Mild Nudity
1,Rakudai Kishi no Cavalry,7.53,Action,TV,12,2015,Frontier Works,Light novel,23,R - 17+ (violence & profanity)
1,RD Sennou Chousashitsu,7.13,Action,TV,26,2008,VAP,Original,22,R - 17+ (violence & profanity)
1,Re:Creators,7.57,Action,TV,22,2017,Aniplex,Original,24,R - 17+ (violence & profanity)
1,Red Baron,7.02,Action,TV,49,1994,Asahi,Other,24,PG-13 - Teens 13 or older
1,Regalia: The Three Sacred Stars,5.99,Action,TV,13,2016,Sotsu,Original,24,PG-13 - Teens 13 or older
1,Rekka no Honoo,7.36,Action,TV,42,1997,Fuji TV,Manga,23,PG-13 - Teens 13 or older
1,Release the Spyce,6.97,Action,TV,12,2018,Mainichi Broadcasting System,Original,24,PG-13 - Teens 13 or older
1,RErideD: Tokigoe no Derrida,5.7,Action,TV,12,2018,Half H.P Studio,Original,23,PG-13 - Teens 13 or older
1,Rewrite,6.69,Action,TV,13,2016,Aniplex,Visual novel,24,PG-13 - Teens 13 or older
1,Rewrite 2nd Season,7.26,Action,TV,11,2017,Aniplex,Visual novel,24,PG-13 - Teens 13 or older
1,Ribbon no Kishi,6.63,Action,TV,52,1967,Fuji TV,Manga,23,PG-13 - Teens 13 or older
1,RideBack,7.29,Action,TV,12,2009,Geneon Universal Entertainment,Manga,24,PG-13 - Teens 13 or older
1,Ring ni Kakero 1: Nichibei Kessen-hen,6.5,Action,TV,12,2006,Marvelous,Manga,25,PG-13 - Teens 13 or older
1,Rinne no Lagrange,6.92,Action,TV,12,2012,Pony Canyon,Original,23,PG-13 - Teens 13 or older
1,Rinne no Lagrange Season 2,6.99,Action,TV,12,2012,Pony Canyon,Original,24,PG-13 - Teens 13 or older
1,RoboMasters the Animated Series,6.42,Action,TV,6,2017,DiC Entertainment,Original,24,PG-13 - Teens 13 or older
1,Rockman.EXE,6.93,Action,TV,56,2002,TV Tokyo,Game,21,PG-13 - Teens 13 or older
1,Rockman.EXE Axess,7.14,Action,TV,51,2003,TV Tokyo,Game,24,PG - Children
1,Rockman.EXE Beast,7.06,Action,TV,25,2005,TV Tokyo,Game,25,PG - Children
1,Rokka no Yuusha,7.35,Action,TV,12,2015,Pony Canyon,Light novel,24,PG-13 - Teens 13 or older
1,Rokudenashi Majutsu Koushi to Akashic Records,7.19,Action,TV,12,2017,Media Factory,Light novel,24,R - 17+ (violence & profanity)
1,Rolling☆Girls,6.6,Action,TV,12,2015,Dentsu,Original,24,PG-13 - Teens 13 or older
1,Rozen Maiden,7.44,Action,TV,12,2004,Mellow Head,Manga,24,PG-13 - Teens 13 or older
1,Rozen Maiden (2013),7.35,Action,TV,13,2013,TBS,Manga,24,PG-13 - Teens 13 or older
1,Rozen Maiden: Träumend,7.65,Action,TV,12,2005,Mellow Head,Manga,24,PG-13 - Teens 13 or older
1,Run=Dim,5.07,Action,TV,13,2001,TV Tokyo,Game,24,G - All Ages
1,Rurouni Kenshin: Meiji Kenkaku Romantan,8.31,Action,TV,94,1996,Aniplex,Manga,25,PG-13 - Teens 13 or older
1,s.CRY.ed,7.38,Action,TV,26,2001,Yomiko Advertising,Original,24,PG-13 - Teens 13 or older
1,Sabage-bu!,7.38,Action,TV,12,2014,Bandai Visual,Manga,23,PG-13 - Teens 13 or older
1,Saber Marionette J,7.35,Action,TV,25,1996,TV Tokyo,Original,25,PG-13 - Teens 13 or older
1,Sabu to Ichi Torimono Hikae,6.37,Action,TV,52,1968,Mushi Production,Manga,25,R - 17+ (violence & profanity)
1,Saijaku Muhai no Bahamut,6.62,Action,TV,12,2016,Lantis,Light novel,23,PG-13 - Teens 13 or older
1,Saint Seiya Omega,6.28,Action,TV,97,2012,Dentsu,Manga,23,PG-13 - Teens 13 or older
1,Saiyuuki Reload Blast,7.22,Action,TV,12,2017,Studio Jack,Manga,23,PG-13 - Teens 13 or older
1,Sakigake!! Otokojuku,7.38,Action,TV,34,1988,Lantis,Manga,24,R - 17+ (violence & profanity)
1,Samurai Champloo,8.5,Action,TV,26,2004,Victor Entertainment,Original,24,R - 17+ (violence & profanity)
1,Samurai Flamenco,6.91,Action,TV,22,2013,Aniplex,Original,23,R - 17+ (violence & profanity)
1,Samurai Gun,6,Action,TV,12,2004,Avex Entertainment,Manga,24,R - 17+ (violence & profanity)
1,Sarazanmai,7.54,Action,TV,11,2019,Aniplex,Original,22,PG-13 - Teens 13 or older
1,Saredo Tsumibito wa Ryuu to Odoru,5.82,Action,TV,12,2018,TBS,Light novel,23,R - 17+ (violence & profanity)
1,Sasuga no Sarutobi,6.48,Action,TV,69,1982,Nihon Ad Systems,Manga,25,G - All Ages
1,Sasuke,6.52,Action,TV,29,1968,TBS,Manga,25,G - All Ages
1,Schoolgirl Strikers: Animation Channel,5.72,Action,TV,13,2017,Sotsu,Game,24,PG-13 - Teens 13 or older
1,Schwarzesmarken,6.79,Action,TV,12,2016,Sotsu,Light novel,23,R - 17+ (violence & profanity)
1,SD Gundam Sangokuden Brave Battle Warriors,6.34,Action,TV,51,2010,Sotsu,Original,12,PG - Children
1,Sei Juushi Bismarck,7.23,Action,TV,51,1984,Nippon Animation,Original,24,PG-13 - Teens 13 or older
1,Seihou Bukyou Outlaw Star,7.87,Action,TV,24,1998,Sotsu,Manga,25,R+ - Mild Nudity
1,Seikai no Monshou,7.69,Action,TV,13,1999,Bandai Visual,Light novel,26,PG-13 - Teens 13 or older
1,Seikai no Senki,7.72,Action,TV,13,2000,Bandai Visual,Light novel,25,PG-13 - Teens 13 or older
1,Seikai no Senki II,7.84,Action,TV,10,2001,Bandai Visual,Light novel,25,PG-13 - Teens 13 or older
1,Seiken no Blacksmith,6.74,Action,TV,12,2009,Media Factory,Light novel,24,R+ - Mild Nudity
1,Seiken Tsukai no World Break,6.91,Action,TV,12,2015,Sotsu,Light novel,24,R - 17+ (violence & profanity)
1,Seikon no Qwaser,6.45,Action,TV,24,2010,Studio Jack,Manga,24,R+ - Mild Nudity
1,Seirei no Moribito,8.17,Action,TV,26,2007,Geneon Universal Entertainment,Novel,25,PG-13 - Teens 13 or older
1,Seireitsukai no Blade Dance,6.82,Action,TV,12,2014,Genco,Light novel,23,PG-13 - Teens 13 or older
1,Seisenshi Dunbine,7.05,Action,TV,49,1983,Bandai Visual,Novel,24,PG-13 - Teens 13 or older
1,Sekai de Ichiban Tsuyoku Naritai!,5.81,Action,TV,12,2013,Movic,Manga,23,R+ - Mild Nudity
1,Sekai Seifuku: Bouryaku no Zvezda,7.09,Action,TV,12,2014,Aniplex,Original,24,PG-13 - Teens 13 or older
1,Sekirei,7.13,Action,TV,12,2008,Aniplex,Manga,23,R+ - Mild Nudity
1,Sekirei: Pure Engagement,7.36,Action,TV,13,2010,Aniplex,Manga,24,R+ - Mild Nudity
1,Sengoku Basara,7.39,Action,TV,12,2009,Dentsu,Game,23,PG-13 - Teens 13 or older
1,Sengoku Basara Ni,7.57,Action,TV,12,2010,Dentsu,Game,24,PG-13 - Teens 13 or older
1,Sengoku Basara: Judge End,6.87,Action,TV,12,2014,VAP,Game,24,PG-13 - Teens 13 or older
1,Sengoku Majin Goushougun,6.6,Action,TV,26,1981,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Sengoku Musou,6.57,Action,TV,12,2015,TV Tokyo,Game,24,PG-13 - Teens 13 or older
1,Senjou no Valkyria,7.62,Action,TV,26,2009,Aniplex,Game,24,PG-13 - Teens 13 or older
1,Senki Zesshou Symphogear,7.03,Action,TV,13,2012,Aniplex,Original,23,PG-13 - Teens 13 or older
1,Senki Zesshou Symphogear AXZ,7.6,Action,TV,13,2017,Memory-Tech,Original,24,PG-13 - Teens 13 or older
1,Senki Zesshou Symphogear G,7.46,Action,TV,13,2013,Starchild Records,Original,23,PG-13 - Teens 13 or older
1,Senki Zesshou Symphogear GX,7.43,Action,TV,13,2015,Starchild Records,Original,23,PG-13 - Teens 13 or older
1,Senki Zesshou Symphogear XV,8.21,Action,TV,13,2019,Memory-Tech,Original,23,PG-13 - Teens 13 or older
1,Senkou no Night Raid,6.88,Action,TV,13,2010,TV Tokyo,Original,23,R - 17+ (violence & profanity)
1,Senran Kagura,6.33,Action,TV,12,2013,Genco,Game,24,PG-13 - Teens 13 or older
1,Senran Kagura Shinovi Master: Tokyo Youma-hen,6.3,Action,TV,12,2018,Sotsu,Game,23,R+ - Mild Nudity
1,Senyuu.,7.35,Action,TV,13,2013,TV Tokyo,Web manga,4,PG-13 - Teens 13 or older
1,Senyuu. 2,7.48,Action,TV,13,2013,TV Tokyo,Web manga,4,PG-13 - Teens 13 or older
1,Servamp,6.93,Action,TV,12,2016,Frontier Works,Manga,24,R - 17+ (violence & profanity)
1,"Shachou, Battle no Jikan Desu!",5.87,Action,TV,12,2020,Half H.P Studio,Game,23,PG-13 - Teens 13 or older
1,Shakugan no Shana,7.51,Action,TV,24,2005,Geneon Universal Entertainment,Light novel,24,PG-13 - Teens 13 or older
1,Shakugan no Shana II (Second),7.61,Action,TV,24,2007,Geneon Universal Entertainment,Light novel,24,PG-13 - Teens 13 or older
1,Shakugan no Shana III (Final),7.56,Action,TV,24,2011,Geneon Universal Entertainment,Light novel,23,PG-13 - Teens 13 or older
1,Shaman King,7.78,Action,TV,64,2001,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Shangri-La,7.07,Action,TV,24,2009,Nippon Animation,Novel,23,PG-13 - Teens 13 or older
1,Shichisei no Subaru,6.13,Action,TV,12,2018,TBS,Light novel,24,PG-13 - Teens 13 or older
1,Shigurui,7.41,Action,TV,12,2007,Geneon Universal Entertainment,Manga,23,R+ - Mild Nudity
1,Shijou Saikyou no Deshi Kenichi,8.11,Action,TV,50,2006,TV Tokyo,Manga,25,PG-13 - Teens 13 or older
1,Shikabane Hime: Aka,7.24,Action,TV,13,2008,Square Enix,Manga,24,R - 17+ (violence & profanity)
1,Shikabane Hime: Kuro,7.32,Action,TV,12,2009,Square Enix,Manga,24,R - 17+ (violence & profanity)
1,Shin Chou Kyou Ryo: Condor Hero III,7.33,Action,TV,26,2008,Jade Animation,Novel,20,PG-13 - Teens 13 or older
1,Shin Mazinger Shougeki! Z-hen,7.71,Action,TV,26,2009,Lantis,Manga,23,R - 17+ (violence & profanity)
1,Shin Tennis no Ouji-sama,7.56,Action,TV,13,2012,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.54,Action,TV,12,2019,AT-X,Light novel,23,PG-13 - Teens 13 or older
1,Shingeki no Bahamut: Genesis,7.67,Action,TV,12,2014,NBCUniversal Entertainment Japan,Card game,24,R - 17+ (violence & profanity)
1,Shingeki no Bahamut: Virgin Soul,7.47,Action,TV,24,2017,Cygames,Card game,24,R - 17+ (violence & profanity)
1,Shingeki no Kyojin,8.48,Action,TV,25,2013,Pony Canyon,Manga,24,R - 17+ (violence & profanity)
1,Shingeki no Kyojin Season 2,8.45,Action,TV,12,2017,Pony Canyon,Manga,24,R - 17+ (violence & profanity)
1,Shingeki no Kyojin Season 3,8.59,Action,TV,12,2018,Pony Canyon,Manga,23,R - 17+ (violence & profanity)
1,Shingeki no Kyojin Season 3 Part 2,9.1,Action,TV,10,2019,Pony Canyon,Manga,23,R - 17+ (violence & profanity)
1,Shingeki no Kyojin: The Final Season,9.17,Action,TV,16,2021,Pony Canyon,Manga,23,R - 17+ (violence & profanity)
1,Shingetsutan Tsukihime,6.91,Action,TV,12,2003,TBS,Visual novel,24,R - 17+ (violence & profanity)
1,Shining Hearts: Shiawase no Pan,6.15,Action,TV,12,2012,Avex Entertainment,Game,24,PG-13 - Teens 13 or older
1,Shining Tears X Wind,6.52,Action,TV,13,2007,Sanrio,Game,24,PG-13 - Teens 13 or older
1,Shinkansen Henkei Robo Shinkalion The Animation,6.78,Action,TV,76,2018,TBS,Other,24,PG - Children
1,Shinmai Maou no Testament,6.8,Action,TV,12,2015,Kadokawa,Light novel,23,R+ - Mild Nudity
1,Shinmai Maou no Testament Burst,6.91,Action,TV,10,2015,Kadokawa,Light novel,23,R+ - Mild Nudity
1,Shirogane no Ishi: Argevollen,6.5,Action,TV,24,2014,Warner Bros. Japan,Original,23,R - 17+ (violence & profanity)
1,Shironeko Project: Zero Chronicle,5.3,Action,TV,12,2020,NBCUniversal Entertainment Japan,Game,23,PG-13 - Teens 13 or older
1,Shoumetsu Toshi,5.46,Action,TV,12,2019,Sotsu,Game,23,PG-13 - Teens 13 or older
1,Shounen Onmyouji,7.59,Action,TV,26,2006,Sotsu,Light novel,23,PG-13 - Teens 13 or older
1,Shuumatsu no Izetta,6.76,Action,TV,12,2016,Shochiku,Original,25,R - 17+ (violence & profanity)
1,Sidonia no Kishi,7.69,Action,TV,12,2014,Starchild Records,Manga,24,R - 17+ (violence & profanity)
1,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.77,Action,TV,12,2015,Starchild Records,Manga,24,R - 17+ (violence & profanity)
1,Silent Möbius,6.8,Action,TV,26,1998,Sotsu,Manga,24,PG-13 - Teens 13 or older
1,Sirius,7.04,Action,TV,12,2018,Sotsu,Original,23,R - 17+ (violence & profanity)
1,Skull Man,6.65,Action,TV,13,2007,Geneon Universal Entertainment,Manga,23,PG-13 - Teens 13 or older
1,Smile Precure!,6.74,Action,TV,48,2012,Rondo Robe,Original,24,G - All Ages
1,Solty Rei,7.28,Action,TV,24,2005,AIC,Original,23,R - 17+ (violence & profanity)
1,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.6,Action,TV,26,1999,Kadokawa,Novel,25,PG-13 - Teens 13 or older
1,Soukou Kihei Votoms,7.73,Action,TV,52,1983,TV Tokyo,Original,25,PG-13 - Teens 13 or older
1,Soukyuu no Fafner: Dead Aggressor,7.3,Action,TV,25,2004,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Soukyuu no Fafner: Dead Aggressor - Exodus,7.39,Action,TV,13,2015,Starchild Records,Original,24,PG-13 - Teens 13 or older
1,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.63,Action,TV,13,2015,Starchild Records,Original,24,PG-13 - Teens 13 or older
1,Soul Buster,5.81,Action,TV,12,2016,MAGES.,Manga,13,PG-13 - Teens 13 or older
1,Soul Eater,7.88,Action,TV,51,2008,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Soul Eater NOT!,5.98,Action,TV,12,2014,TV Tokyo,Manga,23,PG-13 - Teens 13 or older
1,Soul Link,6.13,Action,TV,12,2006,Geneon Universal Entertainment,Visual novel,25,R - 17+ (violence & profanity)
1,Sousei no Aquarion,7.11,Action,TV,26,2005,Media Factory,Original,24,PG-13 - Teens 13 or older
1,Sousei no Onmyouji,7.32,Action,TV,50,2016,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Souten Kouro,7.3,Action,TV,26,2009,VAP,Manga,23,R+ - Mild Nudity
1,Souten no Ken,6.69,Action,TV,22,2006,Asahi,Manga,27,R - 17+ (violence & profanity)
1,Space Cobra,7.71,Action,TV,31,1982,Fuji TV,Manga,24,R+ - Mild Nudity
1,Speed Grapher,7.35,Action,TV,24,2005,Asahi,Original,23,R+ - Mild Nudity
1,Spider Riders: Oracle no Yuusha-tachi,6.6,Action,TV,26,2006,TV Tokyo,Novel,23,PG - Children
1,Spider Riders: Yomigaeru Taiyou,6.71,Action,TV,26,2007,Bee Train,Novel,23,PG - Children
1,SSSS.Gridman,7.19,Action,TV,12,2018,Mainichi Broadcasting System,Original,23,PG-13 - Teens 13 or older
1,Star Driver: Kagayaki no Takuto,7.23,Action,TV,25,2010,Aniplex,Original,25,PG-13 - Teens 13 or older
1,Star☆Twinkle Precure,7.25,Action,TV,49,2019,Asahi,Original,24,G - All Ages
1,Street Fighter II V,7.07,Action,TV,29,1995,Geneon Universal Entertainment,Game,24,PG-13 - Teens 13 or older
1,Strike the Blood,7.14,Action,TV,24,2013,Movic,Light novel,24,R+ - Mild Nudity
1,Strike Witches,7,Action,TV,12,2008,GDH,Original,24,R+ - Mild Nudity
1,Strike Witches 2,7.32,Action,TV,12,2010,AIC,Original,24,R+ - Mild Nudity
1,Strike Witches: Road to Berlin,7.32,Action,TV,12,2020,Magic Capsule,Original,23,PG-13 - Teens 13 or older
1,Submarine Super 99,6.24,Action,TV,13,2003,TV Tokyo,Manga,24,PG-13 - Teens 13 or older
1,Suisei no Gargantia,7.5,Action,TV,13,2013,Bandai Visual,Original,23,PG-13 - Teens 13 or older
1,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.81,Action,TV,12,2003,Media Factory,Light novel,24,PG - Children
1,Sumomomo Momomo: Chijou Saikyou no Yome,6.91,Action,TV,22,2006,Asahi,Manga,24,PG-13 - Teens 13 or older
1,Sunabouzu,7.42,Action,TV,24,2004,GDH,Manga,24,R - 17+ (violence & profanity)
1,Super Robot Taisen OG: Divine Wars,6.84,Action,TV,25,2006,GDH,Game,24,PG-13 - Teens 13 or older
1,Super Robot Taisen OG: The Inspector,7.25,Action,TV,26,2010,Sotsu,Game,23,PG-13 - Teens 13 or older
1,Sweet Valerian,5.77,Action,TV,18,2004,Aniplex,Original,3,G - All Ages
1,Sword Art Online,7.25,Action,TV,25,2012,Aniplex,Light novel,23,PG-13 - Teens 13 or older
1,Sword Art Online Alternative: Gun Gale Online,7.07,Action,TV,12,2018,Aniplex,Light novel,23,PG-13 - Teens 13 or older
1,Sword Art Online II,6.79,Action,TV,24,2014,Aniplex,Light novel,23,PG-13 - Teens 13 or older
1,Sword Art Online: Alicization,7.57,Action,TV,24,2018,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Sword Art Online: Alicization - War of Underworld,7.63,Action,TV,12,2019,Aniplex,Light novel,23,R - 17+ (violence & profanity)
1,Sword Art Online: Alicization - War of Underworld 2nd Season,7.42,Action,TV,11,2020,Aniplex,Light novel,24,R - 17+ (violence & profanity)
1,Taboo Tattoo,5.79,Action,TV,12,2016,TV Tokyo,Manga,24,R - 17+ (violence & profanity)
1,Taiho Shichau zo (TV),7.54,Action,TV,47,1996,Bandai Visual,Manga,24,PG-13 - Teens 13 or older
1,Taiho Shichau zo Special,7.06,Action,TV,20,1999,TBS,Manga,8,PG-13 - Teens 13 or older
1,Taiho Shichau zo: Full Throttle,7.22,Action,TV,23,2007,TBS,Manga,24,PG-13 - Teens 13 or older
1,Taiho Shichau zo: Second Season,7.41,Action,TV,26,2001,Kodansha,Manga,24,PG-13 - Teens 13 or older
1,Taimadou Gakuen 35 Shiken Shoutai,6.9,Action,TV,12,2015,KlockWorx,Light novel,23,R - 17+ (violence & profanity)
1,Tales of Zestiria the Cross,7.31,Action,TV,12,2016,Bandai Visual,Game,23,PG-13 - Teens 13 or older
1,Tales of Zestiria the Cross 2nd Season,7.35,Action,TV,13,2017,Bandai Visual,Game,23,PG-13 - Teens 13 or older
1,Tatakau Shisho: The Book of Bantorra,7.24,Action,TV,27,2009,Geneon Universal Entertainment,Light novel,24,R - 17+ (violence & profanity)
1,Tate no Yuusha no Nariagari,8,Action,TV,25,2019,Frontier Works,Light novel,24,PG-13 - Teens 13 or older
1,Tears to Tiara,7.2,Action,TV,26,2009,Dwango,Visual novel,24,PG-13 - Teens 13 or older
1,Tekken Chinmi,7.27,Action,TV,20,1988,Ashi Production,Manga,24,PG-13 - Teens 13 or older
1,Tenchi Muyou! GXP,7.18,Action,TV,26,2002,VAP,Original,24,PG-13 - Teens 13 or older
1,Tengen Toppa Gurren Lagann,8.66,Action,TV,27,2007,TV Tokyo,Original,24,PG-13 - Teens 13 or older
1,Tenjou Tenge,6.93,Action,TV,24,2004,Asahi,Manga,23,R - 17+ (violence & profanity)
1,Tenkuu Senki Shurato,7.23,Action,TV,38,1989,Sotsu,Original,24,PG-13 - Teens 13 or older
1,Tennis no Ouji-sama,7.9,Action,TV,178,2001,Pony Canyon,Manga,22,PG-13 - Teens 13 or older
1,Terra e... (TV),7.92,Action,TV,24,2007,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Terra Formars,7.04,Action,TV,13,2014,Warner Bros. Japan,Manga,24,R - 17+ (violence & profanity)
1,Terra Formars: Revenge,6.73,Action,TV,13,2016,Warner Bros. Japan,Manga,24,R - 17+ (violence & profanity)
1,Tetsuwan Atom,7.11,Action,TV,193,1963,Meiji Seika,Manga,26,PG - Children
1,Tetsuwan Atom (1980),7.14,Action,TV,52,1980,Nippon Animation,Manga,24,G - All Ages
1,Tetsuwan Birdy Decode,7.46,Action,TV,13,2008,Aniplex,Manga,24,PG-13 - Teens 13 or older
1,Tetsuwan Birdy Decode:02,7.74,Action,TV,12,2009,Aniplex,Manga,23,R - 17+ (violence & profanity)
1,Texhnolyze,7.76,Action,TV,22,2003,Geneon Universal Entertainment,Original,23,R+ - Mild Nudity
1,The Big O,7.53,Action,TV,26,1999,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,The God of High School,7.07,Action,TV,13,2020,Shochiku,Web manga,23,PG-13 - Teens 13 or older
1,The Reflection,5.14,Action,TV,12,2017,Bandai Visual,Original,25,PG-13 - Teens 13 or older
1,The☆Ultraman,6.37,Action,TV,50,1979,Tokyo Movie Shinsha,Other,25,PG-13 - Teens 13 or older
1,Tide-Line Blue,6.66,Action,TV,12,2005,Bandai Visual,Original,23,PG-13 - Teens 13 or older
1,Tiger & Bunny,7.94,Action,TV,25,2011,Bandai Visual,Original,24,PG-13 - Teens 13 or older
1,Tiger Mask W,6.98,Action,TV,38,2016,Asahi,Manga,23,PG-13 - Teens 13 or older
1,Toaru Kagaku no Railgun,7.72,Action,TV,24,2009,Geneon Universal Entertainment,Manga,24,PG-13 - Teens 13 or older
1,Toaru Kagaku no Railgun S,8.06,Action,TV,24,2013,Geneon Universal Entertainment,Manga,24,R - 17+ (violence & profanity)
